Property_ID,District,Locality,Area_Type,Property_Type,Area_sqft,BHK,Bathrooms,Property_Age_Years,Parking_Spaces,Furnishing,Floor,Distance_to_City_Center_km,Road_Access,Gated_Community,Price_INR,Research_Anchor_Rate_INR_per_sqft,Price_Data_Type
KHP104348,Kasaragod,Manjeshwar,Rural,Villa,1981,4,4,0,0,Unfurnished,1,3.0,Local Road,No,6670000,3400,Research-informed synthetic estimate
KHP104349,Wayanad,Vythiri,Rural,Independent House,1354,2,2,6,0,Unfurnished,2,0.5,Local Road,No,5630000,4700,Research-informed synthetic estimate
KHP104350,Thiruvananthapuram,Technopark,Semi-Urban,Apartment,3464,6,5,30,0,Semi-Furnished,5,8.9,Main Road,Yes,22060000,7000,Research-informed synthetic estimate
KHP104351,Idukki,Munnar,Semi-Urban,Independent House,2444,5,5,30,1,Fully Furnished,0,3.7,Local Road,No,14360000,6500,Research-informed synthetic estimate
KHP104352,Kannur,Thottada,Semi-Urban,Apartment,4141,6,5,30,2,Semi-Furnished,2,10.5,Main Road,No,16280000,4200,Research-informed synthetic estimate
KHP104353,Kozhikode,Chevarambalam,Semi-Urban,Apartment,2083,2,2,25,0,Fully Furnished,6,14.6,Highway Access,No,11490000,6300,Research-informed synthetic estimate
KHP104354,Wayanad,Meppadi,Semi-Urban,Independent House,2674,4,4,10,1,Unfurnished,1,3.5,Highway Access,No,9350000,3300,Research-informed synthetic estimate
KHP104355,Idukki,Munnar,Semi-Urban,Independent House,1965,3,3,21,1,Unfurnished,1,4.0,Narrow Road,No,10500000,6500,Research-informed synthetic estimate
KHP104356,Wayanad,Vythiri,Semi-Urban,Independent House,1719,4,4,12,1,Unfurnished,2,2.2,Local Road,No,7610000,4700,Research-informed synthetic estimate
KHP104357,Thrissur,Irinjalakuda,Semi-Urban,Independent House,3605,4,4,19,0,Unfurnished,2,1.5,Local Road,No,9810000,3400,Research-informed synthetic estimate
KHP104358,Kozhikode,Karaparamba,Semi-Urban,Residential Plot,1620,3,3,29,2,Semi-Furnished,0,2.3,Main Road,No,4150000,4000,Research-informed synthetic estimate
KHP104359,Thrissur,Ayyanthole,Semi-Urban,Villa,681,1,1,3,0,Semi-Furnished,2,2.4,Local Road,No,3220000,5000,Research-informed synthetic estimate
KHP104360,Malappuram,Manjeri,Semi-Urban,Apartment,2286,5,5,25,1,Semi-Furnished,5,4.0,Highway Access,No,10610000,4300,Research-informed synthetic estimate
KHP104361,Kollam,Kavanad,Rural,Apartment,3000,5,5,25,1,Unfurnished,1,6.6,Main Road,No,12210000,5000,Research-informed synthetic estimate
KHP104362,Malappuram,Tirur,Rural,Residential Plot,3161,5,5,10,0,Semi-Furnished,2,7.6,Local Road,No,10340000,4200,Research-informed synthetic estimate
KHP104363,Alappuzha,Cherthala,Rural,Independent House,2205,4,3,8,1,Fully Furnished,2,4.7,Main Road,No,10180000,4700,Research-informed synthetic estimate
KHP104364,Wayanad,Sulthan Bathery,Semi-Urban,Apartment,878,1,1,4,1,Semi-Furnished,6,0.5,Local Road,No,3190000,3900,Research-informed synthetic estimate
KHP104365,Wayanad,Vythiri,Semi-Urban,Apartment,1538,2,2,5,1,Semi-Furnished,4,7.9,Highway Access,Yes,9610000,4700,Research-informed synthetic estimate
KHP104366,Kozhikode,West Hill,Semi-Urban,Villa,1039,1,1,9,0,Unfurnished,2,7.9,Main Road,No,4040000,4200,Research-informed synthetic estimate
KHP104367,Idukki,Kumily,Semi-Urban,Independent House,2957,5,5,5,3,Unfurnished,0,3.3,Highway Access,No,11860000,3400,Research-informed synthetic estimate
KHP104368,Kannur,Chala,Rural,Apartment,737,1,1,6,1,Semi-Furnished,7,4.6,Local Road,No,2060000,3600,Research-informed synthetic estimate
KHP104369,Idukki,Nedumkandam,Rural,Residential Plot,1783,4,4,28,2,Unfurnished,1,7.5,Local Road,Yes,3040000,2700,Research-informed synthetic estimate
KHP104370,Thrissur,Patturaikkal,Semi-Urban,Independent House,788,1,1,15,0,Semi-Furnished,1,3.8,Main Road,No,3780000,5600,Research-informed synthetic estimate
KHP104371,Palakkad,Shoranur,Rural,Independent House,4089,6,5,29,0,Unfurnished,2,4.4,Main Road,No,9990000,3100,Research-informed synthetic estimate
KHP104372,Alappuzha,Alappuzha Town,Urban,Independent House,1144,1,1,9,1,Semi-Furnished,2,11.5,Local Road,No,6170000,6000,Research-informed synthetic estimate
KHP104373,Kollam,Asramam,Rural,Apartment,4171,6,5,4,0,Unfurnished,3,0.8,Main Road,No,22910000,5200,Research-informed synthetic estimate
KHP104374,Malappuram,Perinthalmanna,Rural,Independent House,3755,6,5,20,1,Semi-Furnished,0,9.0,Narrow Road,No,14960000,4500,Research-informed synthetic estimate
KHP104375,Malappuram,Parappanangadi,Semi-Urban,Villa,1680,2,2,7,0,Unfurnished,2,6.3,Local Road,Yes,5430000,3600,Research-informed synthetic estimate
KHP104376,Kasaragod,Kanhangad,Semi-Urban,Residential Plot,2313,3,3,16,0,Unfurnished,2,4.6,Highway Access,Yes,5990000,3500,Research-informed synthetic estimate
KHP104377,Palakkad,Palakkad Town,Urban,Villa,802,1,1,10,1,Unfurnished,0,8.4,Main Road,No,2980000,3900,Research-informed synthetic estimate
KHP104378,Thrissur,Kodungallur,Semi-Urban,Villa,2099,3,2,14,0,Semi-Furnished,0,5.3,Main Road,Yes,8710000,3600,Research-informed synthetic estimate
KHP104379,Idukki,Munnar,Semi-Urban,Apartment,3043,4,3,20,0,Unfurnished,6,11.1,Main Road,Yes,18720000,6500,Research-informed synthetic estimate
KHP104380,Kollam,Punalur,Rural,Residential Plot,1493,2,2,26,1,Unfurnished,1,1.8,Local Road,No,2350000,3000,Research-informed synthetic estimate
KHP104381,Malappuram,Malappuram Town,Urban,Independent House,3997,6,5,21,2,Unfurnished,1,1.5,Main Road,No,20210000,4400,Research-informed synthetic estimate
KHP104382,Ernakulam,Chottanikkara,Semi-Urban,Apartment,3114,6,5,21,0,Fully Furnished,6,5.9,Main Road,No,14220000,4200,Research-informed synthetic estimate
KHP104383,Idukki,Adimali,Rural,Villa,1299,2,2,2,1,Fully Furnished,0,1.7,Main Road,No,3770000,3000,Research-informed synthetic estimate
KHP104384,Alappuzha,Chengannur,Semi-Urban,Independent House,4034,6,5,9,0,Unfurnished,0,7.2,Highway Access,No,19790000,4300,Research-informed synthetic estimate
KHP104385,Idukki,Thodupuzha,Semi-Urban,Villa,3311,5,5,17,2,Unfurnished,0,4.5,Highway Access,No,15600000,3900,Research-informed synthetic estimate
KHP104386,Kannur,Mattannur,Semi-Urban,Apartment,3073,4,4,22,1,Semi-Furnished,7,7.1,Main Road,Yes,9800000,3400,Research-informed synthetic estimate
KHP104387,Malappuram,Parappanangadi,Semi-Urban,Apartment,1955,4,4,8,0,Semi-Furnished,6,2.8,Main Road,Yes,8260000,3600,Research-informed synthetic estimate
KHP104388,Kollam,Chinnakada,Urban,Residential Plot,3021,4,4,15,0,Unfurnished,1,4.0,Narrow Road,No,9780000,5000,Research-informed synthetic estimate
KHP104389,Malappuram,Nilambur,Rural,Residential Plot,1659,2,2,16,1,Fully Furnished,0,2.8,Narrow Road,No,2880000,3300,Research-informed synthetic estimate
KHP104390,Kottayam,Changanassery,Semi-Urban,Apartment,4049,6,5,8,0,Fully Furnished,7,1.5,Local Road,Yes,20610000,4300,Research-informed synthetic estimate
KHP104391,Thiruvananthapuram,Neyyattinkara,Rural,Apartment,855,1,1,23,0,Unfurnished,5,4.6,Main Road,Yes,2640000,4200,Research-informed synthetic estimate
KHP104392,Pathanamthitta,Pandalam,Semi-Urban,Residential Plot,2448,3,3,27,0,Unfurnished,0,7.0,Local Road,No,5720000,3400,Research-informed synthetic estimate
KHP104393,Palakkad,Pattambi,Semi-Urban,Apartment,2897,5,4,21,1,Semi-Furnished,3,0.5,Local Road,No,9200000,3000,Research-informed synthetic estimate
KHP104394,Ernakulam,Marine Drive,Urban,Villa,3689,6,5,6,0,Unfurnished,0,6.5,Main Road,No,55280000,12500,Research-informed synthetic estimate
KHP104395,Kasaragod,Nileshwar,Semi-Urban,Apartment,2870,5,5,5,2,Fully Furnished,7,6.3,Local Road,No,10340000,3200,Research-informed synthetic estimate
KHP104396,Kottayam,Kumarakom,Rural,Independent House,1840,1,1,12,2,Semi-Furnished,1,4.5,Main Road,No,9850000,6500,Research-informed synthetic estimate
KHP104397,Ernakulam,Palarivattom,Urban,Apartment,1831,2,2,2,0,Unfurnished,6,1.4,Local Road,No,13090000,7500,Research-informed synthetic estimate
KHP104398,Alappuzha,Haripad,Semi-Urban,Apartment,3204,5,5,21,1,Semi-Furnished,1,8.3,Local Road,No,8760000,3200,Research-informed synthetic estimate
KHP104399,Malappuram,Manjeri,Semi-Urban,Independent House,2578,2,2,16,0,Unfurnished,2,3.4,Main Road,No,9540000,4300,Research-informed synthetic estimate
KHP104400,Kasaragod,Hosdurg,Semi-Urban,Independent House,3245,4,4,6,0,Fully Furnished,2,6.7,Highway Access,Yes,13620000,3300,Research-informed synthetic estimate
KHP104401,Ernakulam,Maradu,Rural,Residential Plot,904,1,1,12,0,Semi-Furnished,2,2.5,Local Road,No,3630000,7300,Research-informed synthetic estimate
KHP104402,Pathanamthitta,Thiruvalla,Semi-Urban,Apartment,1575,2,2,18,3,Semi-Furnished,1,1.1,Local Road,No,8290000,4700,Research-informed synthetic estimate
KHP104403,Thiruvananthapuram,Kazhakkoottam,Rural,Apartment,1620,1,1,20,1,Fully Furnished,1,5.3,Local Road,No,7650000,6800,Research-informed synthetic estimate
KHP104404,Ernakulam,Aluva,Rural,Independent House,1434,2,2,5,1,Unfurnished,1,12.5,Main Road,Yes,5200000,5000,Research-informed synthetic estimate
KHP104405,Kollam,Kollam Town,Urban,Independent House,2478,4,4,2,0,Fully Furnished,2,3.2,Highway Access,Yes,17690000,4800,Research-informed synthetic estimate
KHP104406,Kottayam,Changanassery,Semi-Urban,Independent House,958,1,1,16,0,Semi-Furnished,1,2.0,Main Road,Yes,4160000,4300,Research-informed synthetic estimate
KHP104407,Thrissur,Koorkenchery,Rural,Independent House,1735,4,4,6,3,Semi-Furnished,1,1.3,Main Road,Yes,11970000,6500,Research-informed synthetic estimate
KHP104408,Kasaragod,Bekal,Semi-Urban,Apartment,2778,3,3,10,2,Semi-Furnished,6,3.6,Main Road,Yes,14790000,4200,Research-informed synthetic estimate
KHP104409,Thiruvananthapuram,Sreekaryam,Semi-Urban,Apartment,3592,6,5,27,0,Unfurnished,1,0.8,Main Road,Yes,21420000,6200,Research-informed synthetic estimate
KHP104410,Thrissur,Chalakudy,Semi-Urban,Independent House,2728,4,4,17,0,Semi-Furnished,0,10.2,Local Road,No,8820000,3900,Research-informed synthetic estimate
KHP104411,Thiruvananthapuram,Nedumangad,Rural,Apartment,3555,6,5,18,1,Semi-Furnished,7,6.3,Main Road,No,13330000,3600,Research-informed synthetic estimate
KHP104412,Kasaragod,Cheruvathur,Rural,Villa,909,2,2,27,1,Semi-Furnished,1,6.3,Narrow Road,No,1870000,2900,Research-informed synthetic estimate
KHP104413,Kozhikode,Vadakara,Semi-Urban,Apartment,1431,4,4,15,0,Unfurnished,4,5.2,Main Road,Yes,9330000,6800,Research-informed synthetic estimate
KHP104414,Kollam,Punalur,Semi-Urban,Apartment,3914,6,5,18,0,Fully Furnished,5,1.3,Local Road,No,12430000,3000,Research-informed synthetic estimate
KHP104415,Wayanad,Panamaram,Rural,Residential Plot,1961,3,3,14,1,Unfurnished,2,2.0,Narrow Road,Yes,3770000,2900,Research-informed synthetic estimate
KHP104416,Kozhikode,Vellayil,Semi-Urban,Residential Plot,3670,5,5,7,1,Semi-Furnished,2,1.7,Local Road,Yes,25320000,7100,Research-informed synthetic estimate
KHP104417,Kollam,Kavanad,Semi-Urban,Apartment,4086,6,5,0,1,Fully Furnished,1,4.0,Local Road,No,22640000,5000,Research-informed synthetic estimate
KHP104418,Kottayam,Kumarakom,Semi-Urban,Villa,1915,2,1,12,1,Fully Furnished,0,8.6,Main Road,Yes,17180000,6500,Research-informed synthetic estimate
KHP104419,Alappuzha,Ambalappuzha,Rural,Apartment,4105,5,5,17,1,Fully Furnished,3,7.4,Main Road,No,16680000,3400,Research-informed synthetic estimate
KHP104420,Kannur,Payyannur,Rural,Independent House,2518,4,3,25,1,Fully Furnished,1,7.1,Local Road,No,6850000,3900,Research-informed synthetic estimate
KHP104421,Kottayam,Ettumanoor,Semi-Urban,Independent House,2981,4,4,14,1,Unfurnished,0,1.6,Main Road,Yes,12400000,3900,Research-informed synthetic estimate
KHP104422,Thiruvananthapuram,Vazhuthacaud,Urban,Villa,2189,4,4,10,1,Unfurnished,2,10.9,Local Road,No,16540000,7800,Research-informed synthetic estimate
KHP104423,Kasaragod,Kanhangad,Semi-Urban,Independent House,950,1,1,0,3,Semi-Furnished,2,1.0,Narrow Road,No,2720000,3500,Research-informed synthetic estimate
KHP104424,Thiruvananthapuram,Kowdiar,Urban,Villa,2208,4,4,22,2,Semi-Furnished,2,1.5,Local Road,Yes,21260000,9000,Research-informed synthetic estimate
KHP104425,Thrissur,Guruvayur,Semi-Urban,Apartment,1130,1,1,13,0,Semi-Furnished,1,11.5,Narrow Road,No,2950000,3700,Research-informed synthetic estimate
KHP104426,Kannur,Kannur Town,Urban,Residential Plot,2571,3,3,9,1,Semi-Furnished,2,1.6,Local Road,No,10430000,4500,Research-informed synthetic estimate
KHP104427,Kottayam,Kottayam Town,Urban,Independent House,1385,1,1,6,1,Fully Furnished,0,8.8,Main Road,No,7590000,5200,Research-informed synthetic estimate
KHP104428,Kasaragod,Kanhangad,Semi-Urban,Villa,3146,5,5,5,3,Unfurnished,2,4.2,Main Road,No,13510000,3500,Research-informed synthetic estimate
KHP104429,Ernakulam,Kaloor,Urban,Independent House,916,2,1,24,2,Fully Furnished,0,8.6,Main Road,No,7190000,8200,Research-informed synthetic estimate
KHP104430,Kozhikode,Koyilandy,Semi-Urban,Independent House,1055,1,1,18,1,Fully Furnished,2,2.5,Narrow Road,No,3130000,4100,Research-informed synthetic estimate
KHP104431,Kannur,Mattannur,Rural,Villa,2834,3,2,15,2,Unfurnished,1,1.6,Local Road,Yes,7240000,3400,Research-informed synthetic estimate
KHP104432,Malappuram,Manjeri,Semi-Urban,Apartment,861,1,1,26,0,Semi-Furnished,3,6.1,Narrow Road,No,2380000,4300,Research-informed synthetic estimate
KHP104433,Pathanamthitta,Thiruvalla,Semi-Urban,Villa,1822,3,2,12,1,Semi-Furnished,0,1.2,Main Road,No,8790000,4700,Research-informed synthetic estimate
KHP104434,Wayanad,Vythiri,Semi-Urban,Villa,1311,2,2,0,1,Unfurnished,1,6.4,Local Road,No,6470000,4700,Research-informed synthetic estimate
KHP104435,Thrissur,Irinjalakuda,Semi-Urban,Villa,4048,5,5,0,3,Semi-Furnished,0,1.0,Main Road,No,17470000,3400,Research-informed synthetic estimate
KHP104436,Wayanad,Ambalavayal,Semi-Urban,Apartment,1678,1,1,13,1,Unfurnished,6,7.0,Local Road,No,3950000,3200,Research-informed synthetic estimate
KHP104437,Ernakulam,Pallikkara,Semi-Urban,Apartment,3976,6,5,19,2,Semi-Furnished,0,6.2,Main Road,No,20400000,4600,Research-informed synthetic estimate
KHP104438,Kottayam,Vaikom,Semi-Urban,Apartment,1875,3,2,30,2,Unfurnished,1,4.8,Highway Access,No,6460000,3500,Research-informed synthetic estimate
KHP104439,Kasaragod,Cheruvathur,Rural,Independent House,891,2,2,10,1,Semi-Furnished,2,6.8,Local Road,Yes,2260000,2900,Research-informed synthetic estimate
KHP104440,Kozhikode,Malaparamba,Semi-Urban,Independent House,650,1,1,14,0,Semi-Furnished,0,2.3,Local Road,Yes,4460000,7500,Research-informed synthetic estimate
KHP104441,Wayanad,Panamaram,Rural,Villa,1421,2,1,23,1,Unfurnished,1,6.0,Highway Access,Yes,3250000,2900,Research-informed synthetic estimate
KHP104442,Kozhikode,Mavoor Road,Urban,Villa,2243,4,4,29,2,Unfurnished,2,7.7,Main Road,Yes,13680000,6400,Research-informed synthetic estimate
KHP104443,Kannur,Thottada,Semi-Urban,Residential Plot,1955,4,4,1,2,Unfurnished,0,5.4,Main Road,No,5240000,4200,Research-informed synthetic estimate
KHP104444,Pathanamthitta,Pandalam,Semi-Urban,Independent House,1426,3,3,8,1,Semi-Furnished,2,6.0,Local Road,No,4620000,3400,Research-informed synthetic estimate
KHP104445,Thrissur,Kunnamkulam,Rural,Independent House,3671,6,5,10,3,Semi-Furnished,2,7.9,Highway Access,No,16010000,3500,Research-informed synthetic estimate
KHP104446,Palakkad,Mannarkkad,Rural,Independent House,2401,5,5,26,1,Fully Furnished,1,2.2,Local Road,No,6130000,2800,Research-informed synthetic estimate
KHP104447,Malappuram,Kottakkal,Semi-Urban,Independent House,2047,2,2,28,1,Semi-Furnished,0,8.5,Narrow Road,No,5670000,4400,Research-informed synthetic estimate
KHP104448,Malappuram,Nilambur,Semi-Urban,Independent House,1835,2,1,30,0,Fully Furnished,0,6.9,Highway Access,Yes,5740000,3300,Research-informed synthetic estimate
KHP104449,Kottayam,Pala,Rural,Independent House,659,1,1,17,1,Semi-Furnished,2,5.0,Main Road,No,2180000,4200,Research-informed synthetic estimate
KHP104450,Thrissur,Ollur,Semi-Urban,Residential Plot,1729,3,2,6,2,Semi-Furnished,1,1.8,Highway Access,No,15320000,9000,Research-informed synthetic estimate
KHP104451,Wayanad,Mananthavady,Semi-Urban,Independent House,3042,4,4,20,0,Unfurnished,0,9.0,Main Road,Yes,9360000,3400,Research-informed synthetic estimate
KHP104452,Malappuram,Kottakkal,Semi-Urban,Villa,2339,4,4,25,1,Unfurnished,0,4.0,Main Road,No,9740000,4400,Research-informed synthetic estimate
KHP104453,Alappuzha,Alappuzha Beach,Semi-Urban,Independent House,3998,6,5,20,0,Unfurnished,1,3.1,Local Road,No,24220000,6800,Research-informed synthetic estimate
KHP104454,Alappuzha,Alappuzha Town,Urban,Independent House,1449,2,2,24,0,Semi-Furnished,2,2.1,Local Road,No,8110000,6000,Research-informed synthetic estimate
KHP104455,Pathanamthitta,Adoor,Semi-Urban,Independent House,1457,2,2,11,2,Fully Furnished,2,2.2,Local Road,No,5660000,3900,Research-informed synthetic estimate
KHP104456,Kottayam,Ettumanoor,Semi-Urban,Apartment,935,1,1,16,0,Semi-Furnished,2,2.1,Main Road,No,2700000,3900,Research-informed synthetic estimate
KHP104457,Kollam,Kavanad,Rural,Villa,3249,5,5,4,2,Semi-Furnished,0,1.6,Local Road,No,18260000,5000,Research-informed synthetic estimate
KHP104458,Pathanamthitta,Adoor,Semi-Urban,Villa,845,1,1,22,1,Unfurnished,0,2.3,Highway Access,No,3180000,3900,Research-informed synthetic estimate
KHP104459,Kollam,Kollam Town,Urban,Apartment,3906,6,5,28,1,Unfurnished,4,1.8,Highway Access,Yes,21350000,4800,Research-informed synthetic estimate
KHP104460,Kollam,Chathannoor,Rural,Residential Plot,4017,6,5,30,2,Fully Furnished,1,2.3,Local Road,Yes,9200000,3200,Research-informed synthetic estimate
KHP104461,Kannur,Sreekandapuram,Rural,Residential Plot,2026,3,3,30,1,Fully Furnished,2,9.0,Narrow Road,No,3470000,2900,Research-informed synthetic estimate
KHP104462,Ernakulam,Panampilly Nagar,Urban,Independent House,3296,4,4,16,0,Fully Furnished,2,3.1,Narrow Road,No,30430000,9500,Research-informed synthetic estimate
KHP104463,Idukki,Nedumkandam,Rural,Independent House,745,1,1,18,2,Unfurnished,1,0.3,Local Road,No,1410000,2700,Research-informed synthetic estimate
KHP104464,Malappuram,Tirur,Semi-Urban,Apartment,1340,2,2,21,0,Semi-Furnished,7,1.2,Main Road,No,5650000,4200,Research-informed synthetic estimate
KHP104465,Palakkad,Chittur,Semi-Urban,Independent House,2506,4,4,16,3,Fully Furnished,0,7.0,Local Road,No,7760000,2900,Research-informed synthetic estimate
KHP104466,Palakkad,Shoranur,Semi-Urban,Independent House,2003,4,4,15,0,Fully Furnished,2,3.2,Narrow Road,Yes,5880000,3100,Research-informed synthetic estimate
KHP104467,Idukki,Munnar,Semi-Urban,Independent House,1941,2,1,29,2,Unfurnished,1,1.4,Main Road,No,10860000,6500,Research-informed synthetic estimate
KHP104468,Kasaragod,Uppala,Rural,Residential Plot,1337,1,1,26,3,Semi-Furnished,0,5.7,Main Road,Yes,2440000,3000,Research-informed synthetic estimate
KHP104469,Kottayam,Kanjirappally,Rural,Independent House,3551,4,4,19,0,Semi-Furnished,0,1.5,Local Road,Yes,9770000,3000,Research-informed synthetic estimate
KHP104470,Kottayam,Changanassery,Semi-Urban,Villa,2713,4,4,4,2,Unfurnished,2,2.2,Narrow Road,Yes,12940000,4300,Research-informed synthetic estimate
KHP104471,Kozhikode,Feroke,Semi-Urban,Residential Plot,4139,6,5,23,3,Fully Furnished,2,2.6,Main Road,No,15650000,3700,Research-informed synthetic estimate
KHP104472,Idukki,Munnar,Semi-Urban,Apartment,4083,6,5,29,0,Semi-Furnished,6,3.2,Local Road,No,25670000,6500,Research-informed synthetic estimate
KHP104473,Thiruvananthapuram,Sreekaryam,Rural,Independent House,1180,1,1,20,2,Unfurnished,2,4.8,Main Road,Yes,5560000,6200,Research-informed synthetic estimate
KHP104474,Kollam,Kavanad,Rural,Residential Plot,2329,4,3,27,2,Semi-Furnished,0,0.3,Highway Access,Yes,7830000,5000,Research-informed synthetic estimate
KHP104475,Thiruvananthapuram,Peroorkada,Semi-Urban,Independent House,1158,2,2,12,1,Unfurnished,0,4.4,Main Road,No,6290000,5900,Research-informed synthetic estimate
KHP104476,Wayanad,Ambalavayal,Semi-Urban,Apartment,3379,6,5,5,0,Semi-Furnished,5,3.0,Narrow Road,No,11460000,3200,Research-informed synthetic estimate
KHP104477,Palakkad,Ottapalam,Semi-Urban,Independent House,2068,4,3,3,1,Semi-Furnished,2,5.9,Narrow Road,No,5580000,3200,Research-informed synthetic estimate
KHP104478,Kottayam,Ettumanoor,Semi-Urban,Apartment,1055,2,1,27,1,Unfurnished,3,7.9,Local Road,No,3090000,3900,Research-informed synthetic estimate
KHP104479,Thiruvananthapuram,Vazhuthacaud,Urban,Independent House,2947,4,4,13,3,Semi-Furnished,0,4.1,Local Road,Yes,25330000,7800,Research-informed synthetic estimate
